ortho	phon	lemme	cgram	genre	nombre	
nonette	nonEt	nonette	NOM		s	
mégotage	megotaZ	mégotage	NOM	m	s	
grammairiens	gRamERj5	grammairien	NOM	m	p	
balistes	balist	baliste	NOM	f	p	
cimeterre	sim°tER	cimeterre	NOM	m	s	
projecteurs	pRoZEkt9R	projecteur	NOM	m	p	
turcos	tyRko	turco	NOM	m	p	
république	Repyblik	république	NOM	f	s	
mi-peau	mipo	mi-peau	NOM	f	s	
indésirables	5deziRabl	indésirable	NOM		p	
webcam	wEbkam	webcam	NOM	f	s	
surin	syR5	surin	NOM	m	s	
mound	mund	mound	NOM	m	s	
bagnards	baNaR	bagnard	NOM	m	p	
discordes	diskORd	discord	NOM	f	p	
aspis	aspi	aspi	NOM		p	
parricide	paRisid	parricide	NOM		s	
avancements	av@s°m@	avancement	NOM	m	p	
pierrailles	pjERaj	pierraille	NOM	f	p	
dévergondage	devERg§daZ	dévergondage	NOM	m	s	
chiqueurs	Sik9R	chiqueur	NOM	m	p	
mythologues	mitolOg	mythologue	NOM		p	
rote	ROt	rote	NOM	f	s	
gibelottes	Zib°lOt	gibelotte	NOM	f	p	
business	biznEs	business	NOM	m		
chiqué	Sike	chiqué	NOM	m	s	
chienchiens	Sj5Sj5	chienchien	NOM	m	p	
symbiose	s5bjoz	symbiose	NOM	f	s	
épouvantails	epuv@taj	épouvantail	NOM	m	p	
diète	djEt	diète	NOM	f	s	
vaporisateur	vapoRizat9R	vaporisateur	NOM	m	s	
longévité	l§Zevite	longévité	NOM	f	s	
roussi	Rusi	roussi	NOM	m	s	
effarement	efaR°m@	effarement	NOM	m	s	
spéléo	speleo	spéléo	NOM	f	s	
verrats	vERa	verrat	NOM	m	p	
aphrodisiaques	afRodizjak	aphrodisiaque	NOM	m	p	
approbation	apRobasj§	approbation	NOM	f	s	
finesses	finEs	finesse	NOM	f	p	
breuil	bR9j	breuil	NOM	m	s	
démarches	demaRS	démarche	NOM	f	p	
analysants	analiz@	analysant	NOM	m	p	
réglette	ReglEt	réglette	NOM	f	s	
socle	sOkl	socle	NOM	m	s	
dabe	dab	dabe	NOM	m	s	
hachard	aSaR	hachard	NOM	m	s	
imprécisions	5pResizj§	imprécision	NOM	f	p	
lipothymie	lipotimi	lipothymie	NOM	f	s	
inégalité	inegalite	inégalité	NOM	f	s	
utérus	yteRys	utérus	NOM	m		
cosmétologie	kOsmetoloZi	cosmétologie	NOM	f	s	
pratiquants	pRatik@	pratiquant	NOM	m	p	
neuropathie	n2Ropati	neuropathie	NOM	f	s	
victimes	viktim	victime	NOM	f	p	
multiprise	myltipRiz	multiprise	NOM	f	s	
ex-artiste	EksaRtist	ex-artiste	NOM		s	
aides-soignantes	EdswaN@t	aide-soignant	NOM	f	p	
cote	kOt	cote	NOM	f	s	
codéine	kodein	codéine	NOM	f	s	
captivité	kaptivite	captivité	NOM	f	s	
mandarines	m@daRin	mandarine	NOM	f	p	
corn-flakes	kORnflEks	corn-flakes	NOM	m	p	
embarcadères	@baRkadER	embarcadère	NOM	m	p	
branlement	bR@l°m@	branlement	NOM	m	s	
shoots	Sut	shoot	NOM	m	p	
picote	pikOt	picote	NOM	f	s	
béguineuse	begin2z	béguineuse	NOM	f	s	
broquilles	bRokij	broquille	NOM	f	p	
éternuement	etERnym@	éternuement	NOM	m	s	
fabrique	fabRik	fabrique	NOM	f	s	
satisfaction	satisfaksj§	satisfaction	NOM	f	s	
psautier	psotje	psautier	NOM	m	s	
criminologie	kRiminoloZi	criminologie	NOM	f	s	
flexions	flEksj§	flexion	NOM	f	p	
effritements	efRit°m@	effritement	NOM	m	p	
cernes	sERn	cerne	NOM	m	p	
inventivité	5v@tivite	inventivité	NOM	f	s	
hâblerie	abl°Ri	hâblerie	NOM	f	s	
cuisine	k8izin	cuisine	NOM	f	s	
histrions	istRij§	histrion	NOM	m	p	
margouillis	maRguji	margouillis	NOM	m		
garnements	gaRn°m@	garnement	NOM	m	p	
farceuses	faRs2z	farceur	NOM	f	p	
crataegus	kRategys	crataegus	NOM	m		
retiro	RetiRo	retiro	NOM	m	s	
pouding	pudiG	pouding	NOM	m	s	
potage	potaZ	potage	NOM	m	s	
tragédiennes	tRaZedjEn	tragédien	NOM	f	p	
bourrique	buRik	bourrique	NOM	f	s	
rational	RasjOnal	rational	NOM	m	s	
mage	maZ	mage	NOM	m	s	
trafics	tRafik	trafic	NOM	m	p	
objet	ObZE	objet	NOM	m	s	
terminale	tERminal	terminal	NOM	f	s	
bénef	benEf	bénef	NOM	m	s	
cannelures	kan°lyR	cannelure	NOM	f	p	
gargouillette	gaRgujEt	gargouillette	NOM	f	s	
servante	sERv@t	servant	NOM	f	s	
hippopotame	ipopotam	hippopotame	NOM	m	s	
rouquette	RukEt	rouquette	NOM	f	s	
bâfreurs	bafR9R	bâfreur	NOM	m	p	
nazies	nazi	nazi	NOM	f	p	
foret	foRE	foret	NOM	m	s	
cogérant	koZeR@	cogérant	NOM	m	s	
relevées	R°l°ve	relevée	NOM	f	p	
yack	jak	yack	NOM	m	s	
inconfiance	5k§fj@s	inconfiance	NOM	f	s	
éducation	edykasj§	éducation	NOM	f	s	
xénogreffe	gzenogREf	xénogreffe	NOM	f	s	
orienteur	oRj@t9R	orienteur	NOM	m	s	
expropriée	EkspRopRije	exproprié	NOM	f	s	
maki	maki	maki	NOM	m	s	
voyoutisme	vwajutizm	voyoutisme	NOM	m	s	
étripages	etRipaZ	étripage	NOM	m	p	
charrue	SaRy	charrue	NOM	f	s	
hachette	aSEt	hachette	NOM	f	s	
site	sit	site	NOM	m	s	
chabots	Sabo	chabot	NOM	m	p	
picoleurs	pikol9R	picoleur	NOM	m	p	
épulie	epyli	épulie	NOM	f	s	
pics-verts	pivER	pic-vert	NOM	m	p	
bon	b§	bon	NOM	m	s	
trio	tRijo	trio	NOM	m	s	
gnosticisme	gnostisizm	gnosticisme	NOM	m	s	
hochepot	OSpo	hochepot	NOM	m	s	
catalepsies	katalEpsi	catalepsie	NOM	f	p	
tissutier	tisytje	tissutier	NOM	m	s	
vignette	viNEt	vignette	NOM	f	s	
gaffeurs	gaf9R	gaffeur	NOM	m	p	
fouta	futa	fouta	NOM		s	
avion	avj§	avion	NOM	m	s	
belle-maman	bElmam@	belle-maman	NOM	f	s	
demi-lunes	d°milyn	demi-lune	NOM	f	p	
diablesse	djablEs	diablesse	NOM	f	s	
gâchage	gaSaZ	gâchage	NOM	m	s	
toxicos	tOksiko	toxico	NOM		p	
moto	moto	moto	NOM	f	s	
gouverneurs	guvERn9R	gouverneur	NOM	m	p	
réécritures	ReekRityR	réécriture	NOM	f	p	
cati	kati	cati	NOM	m	s	
feutre	f2tR	feutre	NOM	m	s	
désorganisateur	dezORganizat9R	désorganisateur	NOM	m	s	
moment	mom@	moment	NOM	m	s	
barrette	baREt	barrette	NOM	f	s	
familiarité	familjaRite	familiarité	NOM	f	s	
tac	tak	tac	NOM	m	s	
script-girl	skRiptg9Rl	script-girl	NOM	f	s	
défis	defi	défi	NOM	m	p	
gommier	gomje	gommier	NOM	m	s	
revalidation	R°validasj§	revalidation	NOM	f	s	
stetson	stEts§	stetson	NOM	m	s	
versificateur	vERsifikat9R	versificateur	NOM	m	s	
monastère	monastER	monastère	NOM	m	s	
récompenses	Rek§p@s	récompense	NOM	f	p	
scoubidous	skubidu	scoubidou	NOM	m	p	
visserie	vis°Ri	visserie	NOM	f	s	
paquetage	pak°taZ	paquetage	NOM	m	s	
chauds	So	chaud	NOM	m	p	
chimpanzé	S5p@ze	chimpanzé	NOM	m	s	
exosphère	EgzosfER	exosphère	NOM	f	s	
enclenche	@kl@S	enclenche	NOM	f	s	
radoucissement	Radusis°m@	radoucissement	NOM	m	s	
souillarde	sujaRd	souillard	NOM	f	s	
flottant	flot@	flottant	NOM	m	s	
poulains	pul5	poulain	NOM	m	p	
distributeur	distRibyt9R	distributeur	NOM	m	s	
rapides	Rapid	rapide	NOM		p	
chronométreur	kRonometR9R	chronométreur	NOM	m	s	
miaulements	mjol°m@	miaulement	NOM	m	p	
médaillon	medaj§	médaillon	NOM	m	s	
incunables	5kynabl	incunable	NOM	m	p	
gratinée	gRatine	gratinée	NOM	f	s	
basse	bas	basse	NOM	f	s	
flottaisons	flotEz§	flottaison	NOM	f	p	
circonlocutions	siRk§lokysj§	circonlocution	NOM	f	p	
antipode	@tipOd	antipode	NOM	m	s	
trocs	tROk	troc	NOM	m	p	
hellénisme	Elenizm	hellénisme	NOM	m	s	
ornements	ORn°m@	ornement	NOM	m	p	
presse-agrumes	pREsagRym	presse-agrumes	NOM	m		
effarvatte	efaRvat	effarvatte	NOM	f	s	
assortiment	asORtim@	assortiment	NOM	m	s	
analysée	analize	analysé	NOM	f	s	
dol	dOl	dol	NOM	m	s	
purgatoires	pyRgatwaR	purgatoire	NOM	m	p	
re-main	R°m5	remain	NOM	f	s	
ponceuse	p§s2z	ponceur	NOM	f	s	
bobonnes	bobOn	bobonne	NOM	f	p	
cancre	k@kR	cancre	NOM	m	s	
cannette	kanEt	cannette	NOM	f	s	
coloriste	koloRist	coloriste	NOM		s	
tapageurs	tapaZ9R	tapageur	NOM	m	p	
frénésie	fRenezi	frénésie	NOM	f	s	
portillons	pORtij§	portillon	NOM	m	p	
diététicienne	djetetisjEn	diététicien	NOM	f	s	
rets	RE	rets	NOM	m		
re-sevrage	R°s°vRaZ	resevrage	NOM	m	s	
adagio	adadZjo	adagio	NOM	m	s	
dépersonnalisation	depERsOnalizasj§	dépersonnalisation	NOM	f	s	
croche-pieds	kROSpje	croche-pied	NOM	m	p	
négociation	negosjasj§	négociation	NOM	f	s	
rototos	Rototo	rototo	NOM	m	p	
astrolabes	astRolab	astrolabe	NOM	m	p	
fougue	fug	fougue	NOM	f	s	
scoop	skup	scoop	NOM	m	s	
perchman	pERSman	perchman	NOM	m	s	
mannes	man	manne	NOM	f	p	
partouzeur	paRtuz9R	partouzeur	NOM	m	s	
temporaux	t@poRo	temporal	NOM	m	p	
naturel	natyREl	naturel	NOM	m	s	
algériennes	alZeRjEn	algérien	NOM	f	p	
phrénologistes	fRenoloZist	phrénologiste	NOM		p	
espoir	EspwaR	espoir	NOM	m	s	
réembarquement	Re@baRk°m@	réembarquement	NOM	m	s	
mante	m@t	mante	NOM	f	s	
saindoux	s5du	saindoux	NOM	m		
pesetas	pezeta	peseta	NOM	f	p	
championnats	S@pjona	championnat	NOM	m	p	
caractère	kaRaktER	caractère	NOM	m	s	
grelottements	gR°lOt°m@	grelottement	NOM	m	p	
récréation	RekReasj§	récréation	NOM	f	s	
pédagogue	pedagOg	pédagogue	NOM		s	
garde-forestier	gaRd2fOREstje	garde-forestier	NOM		s	
millenium	milenjOm	millenium	NOM	m	s	
distanciation	dist@sjasj§	distanciation	NOM	f	s	
kolkhoziens	kOlkozj5	kolkhozien	NOM	m	p	
arbustes	aRbyst	arbuste	NOM	m	p	
enfonceur	@f§s9R	enfonceur	NOM	m	s	
zigues	zig	zigue	NOM	m	p	
solos	solo	solo	NOM	m	p	
palmas	palma	palma	NOM	f	p	
chagrins	SagR5	chagrin	NOM	m	p	
naturels	natyREl	naturel	NOM	m	p	
tire-lire	tiRliR	tire-lire	NOM	m		
détournement	detuRn°m@	détournement	NOM	m	s	
globe-trotters	glObtROt9R	globe-trotter	NOM	m	p	
médiéviste	medjevist	médiéviste	NOM		s	
cantre	k@tR	cantre	NOM	m	s	
souvenances	suv°n@s	souvenance	NOM	f	p	
endroits	@dRwa	endroit	NOM	m	p	
héparine	epaRin	héparine	NOM	f	s	
baby-sitting	babisitiG	baby-sitting	NOM	m	s	
mots-clés	mokle	mot-clé	NOM	m	p	
prothèse	pRotEz	prothèse	NOM	f	s	
musicalité	myzikalite	musicalité	NOM	f	s	
légion	leZj§	légion	NOM	f	s	
accolade	akolad	accolade	NOM	f	s	
craquelins	kRak°l5	craquelin	NOM	m	p	
remontées	R°m§te	remontée	NOM	f	p	
stéréoscopie	steReoskopi	stéréoscopie	NOM	f	s	
cessionnaire	sEsjonER	cessionnaire	NOM	m	s	
raglans	Ragl@	raglan	NOM	m	p	
prunelliers	pRyn°lje	prunellier	NOM	m	p	
entremêlement	@tR°mEl°m@	entremêlement	NOM	m	s	
néofascisme	neofaSizm	néofascisme	NOM	m	s	
selleries	sEl°Ri	sellerie	NOM	f	p	
réputations	Repytasj§	réputation	NOM	f	p	
contre-manifestants	k§tR°manifEst@	contre-manifestant	NOM	m	p	
jet-stream	dZEtstRim	jet-stream	NOM	m	s	
mécontente	mek§t@t	mécontent	NOM	f	s	
drags	dRag	drag	NOM	m	p	
koala	koala	koala	NOM	m	s	
épaulards	epolaR	épaulard	NOM	m	p	
télécrans	telekR@	télécran	NOM	m	p	
hurlement	yRl°m@	hurlement	NOM	m	s	
boy-scouts	bOjskut	boy-scout	NOM	m	p	
prélude	pRelyd	prélude	NOM	m	s	
outrances	utR@s	outrance	NOM	f	p	
mucosité	mykozite	mucosité	NOM	f	s	
lance-flammes	l@sflam	lance-flammes	NOM	m		
centrum	s@tROm	centrum	NOM	m	s	
fenêtre	f°nEtR	fenêtre	NOM	f	s	
chats	Sa	chat	NOM	m	p	
bécasses	bekas	bécasse	NOM	f	p	
anti-manipulation	@timanipylasj§	anti-manipulation	NOM	f	s	
législateur	leZislat9R	législateur	NOM	m	s	
hantavirus	@taviRys	hantavirus	NOM	m		
hêtres	EtR	hêtre	NOM	m	p	
camionnage	kamjonaZ	camionnage	NOM	m	s	
truqueurs	tRyk9R	truqueur	NOM	m	p	
orpiment	ORpim@	orpiment	NOM	m	s	
fournées	fuRne	fournée	NOM	f	p	
cakes	kEk	cake	NOM	m	p	
skate-board	skEjtbORd	skate-board	NOM	m	s	
psychanalyse	psikanaliz	psychanalyse	NOM	f	s	
cheval-vapeur	S°valvap9R	cheval-vapeur	NOM	m	s	
barbon	baRb§	barbon	NOM	m	s	
conciliabules	k§siljabyl	conciliabule	NOM	m	p	
facteurs	fakt9R	facteur	NOM	m	p	
sélectionneuse	selEksjOn2z	sélectionneuse	NOM	f	s	
ape	ap	ape	NOM	m	s	
underground	9nd9RgRawnd	underground	NOM	m		
forints	foRint	forint	NOM	m	p	
encadrements	@kadR°m@	encadrement	NOM	m	p	
durant	dyR@	durant	NOM	m	s	
happement	ap°m@	happement	NOM	m	s	
pétroleuses	petRol2z	pétroleur	NOM	f	p	
relâchements	R°laS°m@	relâchement	NOM	m	p	
bavettes	bavEt	bavette	NOM	f	p	
liquides	likid	liquide	NOM	m	p	
dixieland	diksil@d	dixieland	NOM	m	s	
amplitude	@plityd	amplitude	NOM	f	s	
égotisme	egotizm	égotisme	NOM	m	s	
révolté	RevOlte	révolté	NOM	m	s	
chatons	Sat§	chaton	NOM	m	p	
inévitabilité	inevitabilite	inévitabilité	NOM	f	s	
déclamation	deklamasj§	déclamation	NOM	f	s	
cousettes	kuzEt	cousette	NOM	f	p	
passementière	pas°m@tjER	passementier	NOM	f	s	
stimulant	stimyl@	stimulant	NOM	m	s	
papesse	papEs	papesse	NOM	f	s	
nobliaux	noblijo	nobliau	NOM	m	p	
gentillesses	Z@tijEs	gentillesse	NOM	f	p	
anti-sida	@tisida	anti-sida	NOM	m	s	
cerfeuil	sERf9j	cerfeuil	NOM	m	s	
écorce	ekORs	écorce	NOM	f	s	
éphéméride	efemeRid	éphéméride	NOM	f	s	
cymbale	s5bal	cymbale	NOM	f	s	
inquisiteur	5kizit9R	inquisiteur	NOM	m	s	
novembre	nov@bR	novembre	NOM	m		
halluciné	alysine	halluciné	NOM	m	s	
gandin	g@d5	gandin	NOM	m	s	
cafetans	kaf°t@	cafetan	NOM	m	p	
réemploi	Re@plwa	réemploi	NOM	m	s	
issues	isy	issue	NOM	f	p	
caucasienne	kokazjEn	caucasien	NOM	f	s	
festivités	fEstivite	festivité	NOM	f	p	
guidance	gid@s	guidance	NOM	f	s	
répulsions	Repylsj§	répulsion	NOM	f	p	
caillasses	kajas	caillasse	NOM	f	p	
bugnes	byN	bugne	NOM	f	p	
truie	tR8i	truie	NOM	f	s	
légionnaires	leZjonER	légionnaire	NOM	m	p	
charrières	SaRjER	charrier	NOM	f	p	
pédoque	pedOk	pédoque	NOM	m	s	
oeilleton	9j°t§	oeilleton	NOM	m	s	
décavé	dekave	décavé	NOM	m	s	
couplet	kuplE	couplet	NOM	m	s	
tétras	tetRas	tétras	NOM	m		
pommeaux	pomo	pommeau	NOM	m	p	
capuccino	kaputSino	capuccino	NOM	m	s	
charretées	SaR°te	charretée	NOM	f	p	
rissoles	RisOl	rissole	NOM	f	p	
filateurs	filat9R	filateur	NOM	m	p	
ramis	Rami	rami	NOM	m	p	
pouvoirs	puvwaR	pouvoir	NOM	m	p	
lychees	litSi	lychee	NOM	m	p	
inaction	inaksj§	inaction	NOM	f	s	
aplombs	apl§	aplomb	NOM	m	p	
francité	fR@site	francité	NOM	f	s	
zoulous	zulu	zoulou	NOM	m	p	
ascendances	as@d@s	ascendance	NOM	f	p	
fendeur	f@d9R	fendeur	NOM	m	s	
visé	vize	visé	NOM	m	s	
ballast	balast	ballast	NOM	m	s	
soignant	swaN@	soignant	NOM	m	s	
merlans	mERl@	merlan	NOM	m	p	
sodium	sodjOm	sodium	NOM	m	s	
homme-poisson	Ompwas§	homme-poisson	NOM	m	s	
péronnelle	peRonEl	péronnelle	NOM	f	s	
hermès	ERmEz	hermès	NOM	m		
ukrainiens	ykREnj5	ukrainien	NOM	m	p	
consuls	k§syl	consul	NOM	m	p	
antigène	@tiZEn	antigène	NOM	m	s	
courettes	kuREt	courette	NOM	f	p	
nécromancien	nekRom@sj5	nécromancien	NOM	m	s	
casse-burnes	kasbyRn	casse-burnes	NOM	m		
bavarde	bavaRd	bavard	NOM	f	s	
coefficients	koefisj@	coefficient	NOM	m	p	
pinaillage	pinajaZ	pinaillage	NOM	m	s	
trek	tREk	trek	NOM	m	s	
routards	RutaR	routard	NOM	m	p	
sous-pulls	supyl	sous-pull	NOM	m	p	
ruminement	Rymin°m@	ruminement	NOM	m	s	
shrapnels	SRapnEl	shrapnel	NOM	m	p	
sciène	sjEn	sciène	NOM	f	s	
cosmonautes	kOsmonot	cosmonaute	NOM		p	
nostalgie	nOstalZi	nostalgie	NOM	f	s	
cuirassier	k8iRasje	cuirassier	NOM	m	s	
mi-putain	mipyt5	mi-putain	NOM	f	s	
porphyrie	pORfiRi	porphyrie	NOM	f	s	
bigot	bigo	bigot	NOM	m	s	
néréides	neReid	néréide	NOM	f	p	
mirepoix	miRpwa	mirepoix	NOM	f		
collégienne	koleZjEn	collégien	NOM	f	s	
mastications	mastikasj§	mastication	NOM	f	p	
mystificateur	mistifikat9R	mystificateur	NOM	m	s	
fourrés	fuRe	fourré	NOM	m	p	
feignants	fEN@	feignant	NOM	m	p	
chalet	SalE	chalet	NOM	m	s	
perspectives	pERspEktiv	perspective	NOM	f	p	
grizzli	gRizli	grizzli	NOM	m	s	
intransigeances	5tR@ziZ@s	intransigeance	NOM	f	p	
coenzyme	ko@zim	coenzyme	NOM	f	s	
bulbe	bylb	bulbe	NOM	m	s	
herpès	ERpEs	herpès	NOM	m		
surgelé	syRZ°le	surgelé	NOM	m	s	
tennismen	tenismEn	tennisman	NOM	m	p	
prolixité	pRoliksite	prolixité	NOM	f	s	
luce	lys	luce	NOM	f	s	
goulotte	gulOt	goulotte	NOM	f	s	
envies	@vi	envie	NOM	f	p	
emprunt	@pR1	emprunt	NOM	m	s	
comptine	k§tin	comptine	NOM	f	s	
anti-démon	@tidem§	anti-démon	NOM	m	s	
écuyères	ek8ijER	écuyer	NOM	f	p	
jamboree	ZamboRi	jamboree	NOM	m	s	
chèvres	SEvR	chèvre	NOM	f	p	
ex-prêtre	EkspREtR	ex-prêtre	NOM	m	s	
rouquine	Rukin	rouquin	NOM	f	s	
lionceau	lj§so	lionceau	NOM	m	s	
relaxes	R°laks	relaxe	NOM	f	p	
mouroir	muRwaR	mouroir	NOM	m	s	
alcazar	alkazaR	alcazar	NOM	m	s	
négril	negRil	négril	NOM	m	s	
cahute	kayt	cahute	NOM	f	s	
chialeries	Sjal°Ri	chialerie	NOM	f	p	
syzygies	siziZi	syzygie	NOM	m	p	
lourdes	luRd	lourd	NOM	f	p	
logique	loZik	logique	NOM	f	s	
sagouin	sagw5	sagouin	NOM	m	s	
nèfles	nEfl	nèfle	NOM	f	p	
flambées	fl@be	flambée	NOM	f	p	
vengeur	v@Z9R	vengeur	NOM	m	s	
contractuelle	k§tRakt8El	contractuel	NOM	f	s	
alstonia	alstonja	alstonia	NOM	f	s	
saupoudrage	sopudRaZ	saupoudrage	NOM	m	s	
absences	aps@s	absence	NOM	f	p	
faignants	fEN@	faignant	NOM	m	p	
laquais	lakE	laquais	NOM	m		
guanaco	gwanako	guanaco	NOM	m	s	
clope	klOp	clope	NOM		s	
locuteur	lokyt9R	locuteur	NOM	m	s	
accastillages	akastijaZ	accastillage	NOM	m	p	
versatilité	vERsatilite	versatilité	NOM	f	s	
douro	duRo	douro	NOM	m	s	
mi-salaire	misalER	mi-salaire	NOM	m	s	
harpes	aRp	harpe	NOM	f	p	
cierges	sjERZ	cierge	NOM	m	p	
grattouillis	gRatuji	grattouillis	NOM	m		
extermination	EkstERminasj§	extermination	NOM	f	s	
talkie	tOlki	talkie	NOM	m	s	
pécores	pekOR	pécore	NOM		p	
gants	g@	gant	NOM	m	p	
bucranes	bykRan	bucrane	NOM	m	p	
bambocheurs	b@boS9R	bambocheur	NOM	m	p	
ceinturons	s5tyR§	ceinturon	NOM	m	p	
ménagements	menaZ°m@	ménagement	NOM	m	p	
rorqual	RORkal	rorqual	NOM	m	s	
monologue	monolOg	monologue	NOM	m	s	
pive	piv	pive	NOM	f	s	
exclu	Ekskly	exclu	NOM	m	s	
folks	fOlk	folk	NOM	m	p	
cobra	kobRa	cobra	NOM	m	s	
ajoutes	aZut	ajoute	NOM	f	p	
baronnes	baROn	baron	NOM	f	p	
dialoguistes	djalogist	dialoguiste	NOM		p	
solidus	solidys	solidus	NOM	m		
processionnaires	pRosesjonER	processionnaire	NOM	m	p	
forgeur	fORZ9R	forgeur	NOM	m	s	
durillons	dyRij§	durillon	NOM	m	p	
cheveu	S°v2	cheveu	NOM	m	s	
cumulo-nimbus	kymylon5bys	cumulo-nimbus	NOM	m		
académie	akademi	académie	NOM	f	s	
turlupins	tyRlyp5	turlupin	NOM	m	p	
mélopée	melope	mélopée	NOM	f	s	
épousée	epuze	épousée	NOM	f	s	
toupies	tupi	toupie	NOM	f	p	
armérias	aRmeRja	arméria	NOM	f	p	
aiguille	eg8ij	aiguille	NOM	f	s	
poupoule	pupul	poupoule	NOM	f	s	
ambassade	@basad	ambassade	NOM	f	s	
béryl	beRil	béryl	NOM	m	s	
endolorissement	@doloRis°m@	endolorissement	NOM	m	s	
remodelage	R°mod°laZ	remodelage	NOM	m	s	
chuchoteries	SySOt°Ri	chuchoterie	NOM	f	p	
gouvernails	guvERnaj	gouvernail	NOM	m	p	
soupirant	supiR@	soupirant	NOM	m	s	
succursale	sykyRsal	succursale	NOM	f	s	
audiences	odj@s	audience	NOM	f	p	
participation	paRtisipasj§	participation	NOM	f	s	
dam	d@	dam	NOM	m	s	
haut-commandement	okOm@nd°m@	haut-commandement	NOM	m	s	
flottement	flOt°m@	flottement	NOM	m	s	
cautère	kotER	cautère	NOM	m	s	
lunules	lynyl	lunule	NOM	f	p	
fête	fEt	fête	NOM	f	s	
moissonneuses	mwason2z	moissonneur	NOM	f	p	
géniteurs	Zenit9R	géniteur	NOM	m	p	
ballons	bal§	ballon	NOM	m	p	
pensums	p@sOm	pensum	NOM	m	p	
cardiogramme	kaRdijogRam	cardiogramme	NOM	m	s	
mâtin	mat5	mâtin	NOM	m	s	
roses	Roz	rose	NOM		p	
eider	edER	eider	NOM	m	s	
talonnettes	talonEt	talonnette	NOM	f	p	
poison	pwaz§	poison	NOM	m	s	
penne	pEn	penne	NOM	f	s	
fromagers	fRomaZe	fromager	NOM	m	p	
écoutes	ekut	écoute	NOM	f	p	
élitistes	elitist	élitiste	NOM		p	
introductions	5tRodyksj§	introduction	NOM	f	p	
truqueuse	tRyk2z	truqueur	NOM	f	s	
in-folios	infoljo	in-folios	NOM	m		
tennis-club	teniskl9b	tennis-club	NOM	m		
apparatchiks	apaRatSik	apparatchik	NOM	m	p	
break-down	bREkdawn	break-down	NOM	m		
filtrations	filtRasj§	filtration	NOM	f	p	
alcalinité	alkalinite	alcalinité	NOM	f	s	
peignoirs	pENwaR	peignoir	NOM	m	p	
marmot	maRmo	marmot	NOM	m	s	
cadeaux	kado	cadeau	NOM	m	p	
ouvroir	uvRwaR	ouvroir	NOM	m	s	
kala-azar	kalaazaR	kala-azar	NOM	m	s	
symbiote	s5bjOt	symbiote	NOM	m	s	
rasoirs	RazwaR	rasoir	NOM	m	p	
brancard	bR@kaR	brancard	NOM	m	s	
tyrannicides	tiRanisid	tyrannicide	NOM		p	
paradigmes	paRadigm	paradigme	NOM	m	p	
matraqueurs	matRak9R	matraqueur	NOM	m	p	
chance	S@s	chance	NOM		s	
arabes	aRab	arabe	NOM		p	
mystificateurs	mistifikat9R	mystificateur	NOM	m	p	
trouveurs	tRuv9R	trouveur	NOM	m	p	
rixdales	Riksdal	rixdale	NOM	f	p	
vocifération	vosifeRasj§	vocifération	NOM	f	s	
docker	dok9R	docker	NOM	m	s	
martels	maRtEl	martel	NOM	m	p	
démontages	dem§taZ	démontage	NOM	m	p	
latitudes	latityd	latitude	NOM	f	p	
gitanes	Zitan	gitan	NOM	f	p	
curés	kyRe	curé	NOM	m	p	
orthoptère	ORtOptER	orthoptère	NOM	m	s	
ladreries	ladR°Ri	ladrerie	NOM	f	p	
laies	lE	laie	NOM	f	p	
bénefs	benEf	bénef	NOM	m	p	
socket	sOkEt	socket	NOM	m	s	
décodage	dekodaZ	décodage	NOM	m	s	
jonglerie	Z§gl°Ri	jonglerie	NOM	f	s	
pagus	pagys	pagus	NOM	m		
batée	bate	batée	NOM	f	s	
simple	s5pl	simple	NOM		s	
oculaires	okylER	oculaire	NOM	m	p	
petit	p°ti	petit	NOM	m	s	
râlement	Ral°m@	râlement	NOM	m	s	
ondoiements	§dwam@	ondoiement	NOM	m	p	
ambulances	@byl@s	ambulance	NOM	f	p	
poignets	pwaNE	poignet	NOM	m	p	
exécuteur	Egzekyt9R	exécuteur	NOM	m	s	
méconduite	mek§d8it	méconduite	NOM	f	s	
dernières	dERnjER	dernier	NOM	f	p	
pamphlétaires	p@fletER	pamphlétaire	NOM		p	
automnes	otOn	automne	NOM	m	p	
lombric	l§bRik	lombric	NOM	m	s	
septièmes	sEtjEm	septième	NOM		p	
camails	kamaj	camail	NOM	m	p	
bougainvillées	bug5vile	bougainvillée	NOM	f	p	
sujétion	syZesj§	sujétion	NOM	f	s	
rampe	R@p	rampe	NOM	f	s	
fougues	fug	fougue	NOM	f	p	
side-car	sajdkaR	side-car	NOM	m	s	
panthères	p@tER	panthère	NOM	f	p	
enseigné	@seNe	enseigné	NOM	m	s	
muskogee	myskoZi	muskogee	NOM		s	
factotum	faktotOm	factotum	NOM	m	s	
gonfalons	g§fal§	gonfalon	NOM	m	p	
débaucheurs	deboS9R	débaucheur	NOM	m	p	
haut	o	haut	NOM	m	s	
pick-up	pik9p	pick-up	NOM	m		
défoulement	deful°m@	défoulement	NOM	m	s	
nibards	nibaR	nibard	NOM	m	p	
fana	fana	fana	NOM		s	
portails	pORtaj	portail	NOM	m	p	
canailles	kanaj	canaille	NOM	f	p	
gipsy	Zipsi	gipsy	NOM		s	
expatrié	EkspatRije	expatrié	NOM	m	s	
gagas	gaga	gaga	NOM		p	
médiatisation	medjatizasj§	médiatisation	NOM	f	s	
imperfection	5pERfEksj§	imperfection	NOM	f	s	
